age,weekly_hrs,educ,fam_income,num_in_house,num_child,sex,marital,race,region,state,citizen,worker_class,industry,occupation,ismarried,faminc_50
28,40,11,11,6,4,1,6,6,4,15,1,4,5,4,0,0
44,50,13,16,5,2,1,1,6,3,10,1,2,10,2,1,1
23,20,9,14,3,0,1,6,6,2,26,1,4,8,10,0,1
20,20,7,9,5,0,2,6,6,3,45,2,4,11,3,0,0
20,20,9,13,4,0,1,6,6,4,15,1,4,9,3,0,1
20,20,9,13,4,0,2,6,6,4,15,1,4,11,3,0,1
18,20,9,15,6,0,1,6,6,4,15,1,4,11,3,0,1
42,20,9,13,8,3,1,6,6,4,15,1,4,3,7,0,1
23,20,10,15,4,0,1,6,6,4,15,1,4,5,4,0,1
19,20,10,15,6,0,1,6,6,4,15,1,4,11,3,0,1
29,20,10,15,6,0,2,6,6,4,15,1,2,13,3,0,1
22,20,10,16,6,0,1,6,6,4,15,1,4,11,10,0,1
34,20,11,15,2,0,2,6,6,4,15,1,4,5,4,0,1
25,30,11,16,6,1,2,1,6,4,15,1,4,10,3,1,1
30,38,9,14,3,0,1,6,6,4,15,1,4,5,4,0,1
18,40,8,9,5,0,1,6,6,3,45,2,4,8,8,0,0
36,40,9,13,6,2,1,1,6,4,15,1,4,3,7,1,1
39,40,9,11,3,0,1,6,6,4,15,1,4,9,2,0,0
50,40,9,14,4,0,1,1,6,4,15,1,4,9,3,1,1
33,40,9,14,4,0,2,1,6,4,15,1,1,13,2,1,1
35,40,9,13,8,2,2,6,6,4,15,1,2,13,3,0,1
24,40,9,15,6,1,1,6,6,4,15,1,4,5,9,0,1
23,40,9,15,6,0,2,6,6,4,15,1,4,10,5,0,1
57,40,9,9,4,0,1,1,6,4,15,1,4,12,8,1,0
39,40,9,10,6,4,1,6,6,4,15,1,4,3,7,0,0
29,40,9,14,3,0,2,6,6,4,15,1,4,5,4,0,1
22,40,10,8,2,0,1,6,6,4,6,1,4,9,5,0,0
20,40,10,12,4,0,2,6,6,4,15,1,4,10,3,0,1
42,40,10,4,4,2,1,5,6,4,15,1,4,5,4,0,0
43,40,10,15,3,1,2,1,6,4,15,1,4,9,5,1,1
40,40,12,13,4,0,2,1,6,4,15,1,4,3,4,1,1
80,40,12,15,2,0,2,3,6,4,15,1,4,5,4,0,1
27,40,13,12,3,1,1,6,6,4,15,1,4,3,7,0,1
48,40,13,15,4,0,2,1,6,4,15,1,4,5,4,1,1
40,40,13,16,2,0,2,1,6,4,15,1,4,3,7,1,1
43,45,10,16,2,0,1,1,6,4,15,1,3,13,3,1,1
26,50,10,12,1,0,1,6,6,4,15,1,4,4,7,0,1
44,70,10,16,5,2,1,1,6,4,15,1,4,3,7,1,1
68,70,12,14,2,0,2,1,6,4,15,1,4,5,4,1,1
40,40,10,12,4,1,1,1,6,4,15,1,4,11,3,1,1
25,40,9,8,3,2,2,6,6,4,6,1,4,9,1,0,0
23,40,10,16,4,0,2,6,6,3,37,1,4,11,3,0,1
43,40,14,16,2,0,2,1,6,3,48,1,2,10,1,1,1
47,30,10,10,1,0,2,6,6,3,37,1,4,11,3,0,0
24,10,13,2,1,0,2,6,6,3,22,1,4,11,3,0,0
57,20,4,4,2,0,1,1,6,1,25,5,4,9,3,1,0
22,20,10,10,6,0,1,6,6,4,35,5,4,9,5,0,0
17,25,9,13,3,0,1,6,6,1,36,1,4,4,9,0,1
20,26,10,2,3,0,1,6,6,3,48,1,4,5,5,0,0
55,28,13,12,1,0,2,4,6,1,42,1,4,7,2,0,1
35,30,13,6,1,0,1,6,6,4,2,1,4,6,10,0,0
41,30,13,9,4,2,2,1,6,1,44,1,4,12,2,1,0
46,30,14,13,2,0,2,3,6,4,6,1,3,10,2,0,1
39,35,14,14,2,0,1,2,6,2,29,1,3,10,2,1,1
18,36,9,11,6,0,1,6,6,2,38,1,4,11,3,0,0
19,36,10,13,6,1,2,6,6,4,6,1,4,4,4,0,1
29,40,4,7,2,0,2,1,6,1,36,5,4,11,3,1,0
54,40,4,13,3,1,1,1,6,1,36,5,4,9,9,1,1
34,40,5,7,2,0,1,1,6,1,36,5,4,4,9,1,0
46,40,9,16,2,0,1,4,6,4,6,1,4,6,8,0,1
48,40,9,13,3,1,2,1,6,1,36,4,4,4,10,1,1
50,40,9,14,4,0,1,6,6,3,40,1,3,13,3,0,1
51,40,10,13,6,1,1,1,6,4,6,1,4,4,9,1,1
36,40,10,12,3,1,2,6,6,4,6,1,4,9,1,0,1
32,40,10,12,3,1,1,6,6,4,6,1,4,3,7,0,1
58,40,10,14,2,0,1,1,6,1,34,1,4,4,5,1,1
54,40,10,14,4,0,1,1,6,3,48,1,4,6,10,1,1
21,40,10,14,4,0,1,6,6,3,48,1,4,11,1,0,1
48,40,10,11,3,0,1,4,6,1,50,1,4,4,9,0,0
34,40,13,16,2,0,2,1,6,4,2,1,1,10,2,1,1
45,40,14,14,4,1,2,1,6,4,41,1,2,10,2,1,1
45,40,14,14,4,0,2,1,6,3,48,1,3,10,1,1,1
23,41,9,7,3,1,1,6,6,3,40,1,4,9,3,0,0
48,50,13,10,6,3,1,1,6,4,35,5,5,12,8,1,0
61,55,15,15,1,0,2,4,6,3,45,4,4,10,2,0,1
19,10,10,11,4,0,2,6,6,4,15,1,4,11,4,0,0
72,18,11,16,6,0,1,1,6,4,15,1,4,8,1,1,1
18,25,9,15,10,0,2,6,6,4,15,2,4,5,4,0,1
20,25,9,15,10,0,2,6,6,4,15,2,4,5,4,0,1
57,25,11,16,2,0,1,1,6,4,2,1,4,6,8,1,1
28,30,10,11,7,3,2,1,6,4,6,1,4,10,2,1,0
33,30,13,12,4,2,2,1,6,4,15,1,4,10,2,1,1
52,40,4,11,4,1,1,1,6,4,15,4,4,12,3,1,0
44,40,5,11,4,1,2,1,6,4,15,1,4,11,3,1,0
28,40,7,3,4,0,2,1,6,4,15,1,4,5,4,1,0
53,40,7,9,5,0,1,1,6,3,45,2,4,8,8,1,0
28,40,9,3,4,0,1,1,6,4,15,1,5,12,8,1,0
45,40,9,14,3,0,2,1,6,4,15,1,1,13,5,1,1
41,40,9,15,2,0,2,1,6,4,15,1,4,8,5,1,1
46,40,9,13,4,1,1,1,6,4,15,1,1,6,5,1,1
35,40,9,15,9,0,2,6,6,4,15,1,4,10,2,0,1
42,40,9,15,9,3,1,1,6,4,15,1,4,6,10,1,1
58,40,9,15,9,0,1,6,6,4,15,1,4,9,3,0,1
49,40,9,12,2,0,1,1,6,4,15,1,1,13,1,1,1
61,40,9,15,2,0,2,1,6,4,15,1,4,12,3,1,1
48,40,9,13,4,0,2,1,6,3,51,4,3,10,2,1,1
64,40,10,14,2,0,1,1,6,4,15,1,4,3,7,1,1
23,40,10,14,3,0,1,6,6,4,15,1,1,13,8,0,1
43,40,10,15,6,0,1,6,6,4,15,1,4,7,1,0,1
59,40,10,13,2,0,2,1,6,4,15,1,4,8,5,1,1
46,40,10,13,2,0,2,6,6,4,15,1,4,11,1,0,1
41,40,10,6,5,3,1,1,6,4,15,1,3,13,3,1,0
42,40,12,11,3,1,2,3,6,4,15,1,4,9,1,0,0
32,40,12,11,4,0,1,6,6,4,15,1,5,4,9,0,0
33,40,13,16,6,2,2,1,6,4,15,1,4,7,2,1,1
35,40,13,15,4,0,2,6,6,4,15,1,4,10,3,0,1
37,40,14,14,1,0,1,6,6,4,6,4,4,4,1,0,1
45,40,15,13,4,0,1,1,6,3,51,4,1,13,2,1,1
49,44,13,14,5,2,2,1,6,4,15,1,4,8,1,1,1
38,45,13,16,8,2,2,1,6,4,15,1,4,10,2,1,1
42,49,10,10,5,3,1,1,6,4,15,1,2,13,10,1,0
56,50,11,16,1,0,1,4,6,4,15,1,4,6,10,0,1
70,50,13,16,5,0,1,1,6,4,15,1,4,4,10,1,1
57,55,9,15,1,0,1,6,6,4,15,1,4,6,9,0,1
35,40,12,15,5,3,2,1,6,4,6,1,4,8,5,1,1
16,12,6,9,3,0,2,6,6,1,23,1,4,11,3,0,0
33,20,14,16,2,0,1,4,6,3,12,1,4,5,5,0,1
20,32,7,9,3,0,2,6,6,1,23,1,4,11,2,0,0
49,40,9,10,2,0,1,6,6,1,42,1,4,9,3,0,0
27,40,10,10,5,3,2,1,6,3,12,1,4,11,5,1,0
27,40,13,1,2,0,2,1,6,4,6,1,4,10,2,1,0
36,40,15,16,3,1,1,1,6,3,11,3,1,8,1,1,1
54,60,10,16,2,0,1,4,6,3,12,1,4,9,1,0,1
18,15,10,16,5,0,2,6,6,3,24,1,4,10,3,0,1
33,20,11,12,5,1,2,1,6,4,6,5,5,11,3,1,1
16,30,6,7,6,0,2,6,6,2,18,1,4,11,3,0,0
20,39,9,3,3,1,1,6,6,3,5,1,4,11,3,0,0
27,40,9,8,1,0,2,6,6,4,6,1,4,11,5,0,0
66,40,10,12,5,1,1,1,6,4,6,4,5,11,1,1,1
20,40,10,15,3,0,2,6,6,4,6,1,4,10,5,0,1
48,40,10,16,3,1,1,1,6,4,6,1,2,13,3,1,1
32,40,10,11,2,1,2,5,6,2,27,5,4,9,5,0,0
31,40,12,13,2,0,1,1,6,4,41,1,4,10,3,1,1
30,40,13,11,3,1,2,1,6,4,6,1,4,10,5,1,0
64,40,13,15,1,0,2,4,6,3,11,3,4,3,1,0,1
26,40,13,16,5,0,2,6,6,3,24,3,4,9,2,0,1
34,6,5,6,5,3,2,1,6,4,6,5,5,10,3,1,0
17,30,9,12,3,0,1,6,6,4,6,1,4,11,3,0,1
31,30,13,14,2,0,2,1,6,3,13,1,4,11,3,1,1
17,35,7,8,6,0,2,6,6,4,32,1,4,11,3,0,0
18,35,8,4,6,0,1,6,6,3,22,1,4,11,3,0,0
61,35,11,4,1,0,2,4,6,4,8,1,4,10,2,0,0
62,36,10,13,2,0,1,6,6,3,1,1,4,4,9,0,1
66,37,10,13,5,0,2,4,6,1,9,1,4,10,2,0,1
41,40,1,3,3,0,1,4,6,1,42,1,5,11,3,0,0
32,40,5,6,5,3,1,1,6,4,6,5,4,9,3,1,0
37,40,8,15,3,0,1,6,6,1,36,1,4,9,3,0,1
57,40,9,12,2,0,2,1,6,3,21,1,4,5,4,1,1
33,40,9,15,3,0,1,6,6,1,36,1,4,9,3,0,1
27,40,9,10,1,0,2,6,6,3,48,1,4,10,5,0,0
50,40,9,8,1,0,1,4,6,3,51,1,4,4,9,0,0
58,40,10,8,1,0,1,4,6,4,6,1,1,9,5,0,0
28,40,10,5,4,2,1,1,6,4,8,1,4,3,3,1,0
54,40,10,14,2,0,1,1,6,3,10,1,4,4,9,1,1
21,40,10,14,5,0,2,6,6,1,42,1,4,10,3,0,1
41,40,10,2,3,0,1,4,6,3,48,1,4,10,3,0,0
50,40,10,14,3,1,1,1,6,3,48,1,2,10,8,1,1
37,40,13,15,4,2,2,5,6,4,6,1,1,13,3,0,1
37,40,13,13,3,0,2,6,6,4,6,1,4,9,1,0,1
35,40,13,15,4,0,2,6,6,3,11,1,4,9,2,0,1
30,40,13,14,2,0,1,1,6,3,13,1,1,13,1,1,1
53,40,13,16,3,1,1,1,6,3,24,1,4,9,1,1,1
40,40,14,15,4,3,2,4,6,4,6,1,4,10,1,0,1
61,40,14,10,1,0,2,6,6,3,10,1,4,10,2,0,0
51,42,9,13,3,0,2,3,6,3,28,1,4,4,9,0,1
25,42,10,13,3,0,2,6,6,3,28,1,4,5,4,0,1
28,42,13,11,1,0,1,6,6,1,34,1,3,13,3,0,0
59,45,10,15,4,0,2,4,6,4,6,1,4,8,1,0,1
59,45,10,7,1,0,2,4,6,3,21,1,4,10,2,0,0
34,45,12,14,4,1,1,1,6,1,36,1,4,6,10,1,1
36,45,13,12,3,1,2,1,6,4,6,1,4,5,5,1,1
34,48,10,6,3,2,2,6,6,2,17,1,4,4,9,0,0
53,50,13,7,1,0,2,4,6,2,39,1,4,5,5,0,0
39,55,13,12,3,1,1,1,6,4,6,1,4,7,2,1,1
52,60,12,14,5,2,1,1,6,3,47,1,4,10,3,1,1
23,80,11,8,3,1,1,6,6,2,19,1,4,11,3,0,0
24,80,11,3,3,1,1,6,6,2,19,1,4,11,3,0,0
51,8,12,12,3,1,1,1,6,4,15,1,5,9,3,1,1
17,10,9,14,3,0,1,6,6,4,15,1,4,11,3,0,1
16,15,6,16,8,0,1,6,6,4,15,1,2,10,3,0,1
74,15,9,5,1,0,2,3,6,4,15,1,4,5,10,0,0
65,15,10,6,6,0,2,6,6,4,15,1,4,9,5,0,0
16,16,6,16,6,0,1,6,6,4,49,1,4,11,3,0,1
19,20,10,16,8,0,1,6,6,4,15,1,2,10,2,0,1
31,20,10,16,3,0,1,6,6,3,24,1,4,5,3,0,1
28,20,12,14,6,1,2,1,6,4,15,1,4,10,2,1,1
25,25,9,1,3,2,2,6,6,4,15,1,4,5,4,0,0
37,30,11,15,2,0,2,5,6,4,53,1,4,12,9,0,1
46,32,11,6,5,3,2,1,6,4,15,1,4,8,1,1,0
17,35,7,15,5,0,1,6,6,4,8,1,4,5,9,0,1
22,35,9,10,2,1,2,6,6,4,15,1,4,11,3,0,0
31,35,13,14,5,3,2,1,6,4,6,1,1,10,2,1,1
23,35,13,16,3,0,1,6,6,3,51,1,4,9,1,0,1
35,36,10,13,7,0,1,6,6,4,15,1,4,11,3,0,1
45,40,8,16,8,5,1,1,6,4,15,1,4,5,10,1,1
38,40,9,9,2,0,1,1,6,4,2,1,4,9,3,1,0
51,40,9,14,2,0,1,1,6,3,12,1,1,13,3,1,1
34,40,9,15,7,0,2,6,6,4,15,1,4,11,5,0,1
28,40,9,15,6,0,1,6,6,4,15,1,4,9,3,0,1
56,40,9,14,6,0,1,5,6,4,15,1,4,9,3,0,1
40,40,9,11,9,1,2,6,6,4,15,1,1,6,5,0,0
41,40,9,11,9,3,1,1,6,4,15,1,4,9,3,1,0
19,40,9,1,3,0,1,6,6,4,15,1,4,5,5,0,0
51,40,9,10,2,0,2,1,6,4,15,1,4,9,5,1,0
52,40,9,10,6,0,2,3,6,4,16,1,4,7,5,0,0
58,40,9,9,1,0,1,6,6,4,56,1,4,5,5,0,0
68,40,10,16,2,0,1,3,6,4,6,1,4,5,4,0,1
29,40,10,15,2,0,2,1,6,4,15,1,4,10,3,1,1
38,40,10,15,7,4,1,1,6,4,15,1,4,3,7,1,1
61,40,10,10,6,0,2,1,6,4,15,1,4,12,3,1,0
66,40,10,11,9,0,1,1,6,4,15,1,4,9,3,1,0
40,40,10,11,9,3,2,1,6,4,15,1,4,7,8,1,0
46,40,10,13,2,0,1,6,6,4,15,1,4,3,7,0,1
50,40,10,9,4,0,1,4,6,4,15,1,4,12,9,0,0
24,40,10,16,4,0,1,1,6,2,26,1,4,5,10,1,1
27,40,11,11,4,2,1,1,6,4,56,1,3,13,3,1,0
32,40,12,14,4,2,2,1,6,4,2,1,4,10,5,1,1
62,40,12,14,3,0,2,6,6,4,15,1,4,10,2,0,1
45,40,13,16,2,0,2,4,6,4,6,1,4,5,4,0,1
37,40,13,11,3,1,1,6,6,4,15,1,1,13,9,0,0
24,40,13,14,4,2,2,1,6,2,18,1,4,10,5,1,1
47,40,14,16,8,5,2,1,6,4,15,1,2,10,5,1,1
43,40,14,16,4,2,1,1,6,4,15,1,4,12,1,1,1
61,40,14,15,3,0,2,1,6,2,20,1,2,10,2,1,1
36,40,14,13,5,3,2,1,6,3,51,1,4,9,1,1,1
58,40,14,14,1,0,1,4,6,4,53,1,2,10,2,0,1
22,45,10,16,6,0,1,6,6,4,49,1,4,11,3,0,1
27,45,13,16,2,0,1,6,6,1,36,1,4,8,4,0,1
38,47,14,15,4,2,2,1,6,3,40,1,4,5,4,1,1
27,50,13,13,1,0,1,6,6,3,12,3,4,9,2,0,1
23,55,10,16,6,0,2,6,6,4,49,1,4,11,1,0,1
45,60,14,15,5,3,1,1,6,3,48,1,1,13,1,1,1
41,3,14,15,4,2,2,1,6,3,51,1,4,5,10,1,1
66,5,13,16,3,0,1,1,6,4,15,1,1,13,3,1,1
27,6,13,16,5,0,1,6,6,1,42,1,4,12,2,0,1
17,8,7,2,2,0,1,6,6,2,55,1,4,5,5,0,0
40,8,11,14,6,3,2,1,6,4,6,1,3,10,2,1,1
19,10,10,10,4,0,1,6,6,2,17,1,4,11,3,0,0
43,12,13,14,5,3,2,1,6,4,6,1,4,10,2,1,1
57,12,13,16,5,0,1,1,6,4,15,1,4,8,1,1,1
16,15,6,16,6,0,1,6,6,4,53,3,4,11,3,0,1
17,15,7,9,5,0,1,6,6,2,55,3,4,5,5,0,0
21,15,10,13,2,0,2,6,6,4,15,1,2,10,2,0,1
30,15,14,16,2,0,2,1,6,3,51,1,3,10,2,1,1
21,16,10,16,5,0,1,6,6,1,42,1,4,10,5,0,1
53,16,11,14,4,0,2,1,6,4,53,1,4,5,10,1,1
17,20,7,16,5,0,2,6,6,4,6,1,4,11,2,0,1
25,20,9,14,6,0,2,6,6,4,15,1,4,3,7,0,1
22,20,10,14,4,0,1,6,6,3,48,1,4,11,3,0,1
20,20,10,14,4,0,2,6,6,3,48,1,4,8,9,0,1
21,20,10,14,4,0,1,6,6,3,48,1,4,8,3,0,1
21,20,10,3,1,0,2,6,6,3,54,1,2,10,2,0,0
25,20,13,13,3,0,1,6,6,4,15,1,1,13,2,0,1
26,20,13,15,2,0,1,6,6,4,15,3,4,10,2,0,1
38,20,13,14,4,2,2,1,6,4,49,1,4,12,5,1,1
19,25,10,6,1,0,1,6,6,4,4,1,4,10,1,0,0
20,25,10,13,4,0,2,6,6,4,6,1,4,5,5,0,1
23,25,10,15,3,0,1,6,6,4,6,1,4,5,5,0,1
55,25,10,15,2,0,2,1,6,4,15,3,4,10,3,1,1
22,25,11,1,2,0,1,6,6,4,30,1,2,13,8,0,0
16,30,6,8,4,0,2,6,6,2,27,1,4,11,3,0,0
26,30,9,16,6,0,1,6,6,1,33,1,4,3,7,0,1
23,30,10,15,3,0,1,6,6,4,6,1,4,11,3,0,1
45,30,13,16,3,0,2,6,6,4,15,1,4,6,5,0,1
16,35,6,16,4,0,1,6,6,1,25,1,4,10,3,0,1
18,35,9,15,5,0,2,6,6,1,25,1,4,11,2,0,1
26,35,9,7,3,1,2,6,6,1,44,1,2,10,4,0,0
57,35,10,16,2,0,2,1,6,4,6,1,4,3,5,1,1
30,35,10,6,3,2,1,5,6,3,37,1,4,11,3,0,0
28,35,13,9,4,1,1,1,6,4,16,1,4,5,5,1,0
22,35,13,15,5,0,1,6,6,1,25,1,3,3,7,0,1
28,35,13,8,2,0,2,4,6,3,48,1,5,11,3,0,0
31,36,9,8,2,1,2,4,6,4,6,1,4,9,1,0,0
22,36,9,13,3,0,1,6,6,4,32,1,4,11,10,0,1
44,36,10,15,3,1,2,6,6,4,15,1,4,10,3,0,1
24,36,13,12,1,0,1,6,6,3,11,1,4,10,2,0,1
29,36,13,14,2,0,2,1,6,3,12,3,4,10,2,1,1
53,37,9,14,2,0,1,6,6,4,6,1,4,9,10,0,1
45,40,5,2,3,1,1,1,6,4,6,1,4,5,5,1,0
41,40,6,14,5,2,1,6,6,4,15,1,4,6,10,0,1
17,40,6,15,5,0,1,6,6,2,19,1,4,11,3,0,1
29,40,9,1,2,0,1,4,6,4,6,3,4,6,1,0,0
21,40,9,12,2,0,2,6,6,4,6,1,4,5,4,0,1
27,40,9,12,2,0,2,1,6,3,12,1,4,8,4,1,1
74,40,9,5,2,0,2,1,6,4,15,1,4,8,5,1,0
29,40,9,13,4,0,1,6,6,4,15,3,4,11,2,0,1
32,40,9,15,4,2,2,6,6,4,15,1,4,8,5,0,1
39,40,9,15,3,0,1,4,6,4,15,1,4,3,7,0,1
26,40,9,9,4,1,2,1,6,4,16,5,4,5,4,1,0
16,40,9,5,1,0,1,6,6,2,18,3,4,9,2,0,0
38,40,9,15,5,3,1,1,6,3,22,3,4,12,4,1,1
45,40,9,14,5,3,1,1,6,4,32,1,4,11,8,1,1
36,40,9,16,5,2,2,1,6,3,48,1,4,9,5,1,1
33,40,9,14,6,3,2,1,6,4,53,3,4,5,4,1,1
31,40,9,15,3,1,1,6,6,4,53,1,4,4,9,0,1
22,40,10,16,3,0,1,6,6,4,2,1,3,11,3,0,1
23,40,10,9,2,0,1,6,6,3,5,2,4,4,9,0,0
36,40,10,14,3,1,2,1,6,4,6,1,4,7,1,1,1
46,40,10,11,3,1,1,1,6,4,6,4,4,12,3,1,0
38,40,10,16,3,0,2,6,6,4,6,1,4,9,2,0,1
28,40,10,8,1,0,1,6,6,4,6,1,4,9,3,0,0
33,40,10,7,3,1,1,1,6,3,12,4,2,13,5,1,0
21,40,10,16,5,0,2,6,6,4,15,1,4,9,5,0,1
27,40,10,15,4,0,1,6,6,4,15,1,4,3,7,0,1
29,40,10,15,4,0,1,6,6,4,15,1,4,12,8,0,1
21,40,10,14,3,0,2,6,6,2,18,1,4,5,3,0,1
23,40,10,15,5,0,1,6,6,2,19,1,4,5,4,0,1
21,40,10,16,5,0,2,6,6,1,25,1,4,9,5,0,1
20,40,10,15,5,0,2,6,6,1,25,1,4,4,2,0,1
52,40,10,14,4,0,2,1,6,1,33,1,4,5,4,1,1
37,40,10,9,2,0,1,1,6,4,41,1,4,5,4,1,0
26,40,10,14,3,1,2,1,6,3,47,3,4,8,5,1,1
21,40,10,14,4,0,2,6,6,4,53,1,4,12,4,0,1
34,40,12,15,2,0,1,6,6,4,6,1,4,9,2,0,1
27,40,12,16,5,0,1,6,6,4,15,1,1,4,8,0,1
50,40,12,15,4,0,2,1,6,4,15,1,4,10,2,1,1
41,40,12,15,4,2,1,1,6,1,34,4,3,13,3,1,1
33,40,13,15,8,1,2,1,6,4,2,1,4,10,2,1,1
36,40,13,16,4,2,2,1,6,4,6,1,4,8,4,1,1
58,40,13,15,2,0,2,4,6,4,6,1,4,10,2,0,1
33,40,13,15,2,0,2,6,6,4,6,1,4,5,4,0,1
22,40,13,8,2,0,2,6,6,4,6,1,4,4,2,0,0
32,40,13,15,2,0,1,1,6,4,6,1,4,7,2,1,1
31,40,13,16,2,0,2,6,6,4,6,1,4,11,5,0,1
32,40,13,15,5,3,2,1,6,4,6,1,4,10,2,1,1
53,40,13,12,1,0,2,5,6,4,6,1,5,10,2,0,1
29,40,13,13,2,0,1,6,6,4,6,1,4,11,5,0,1
27,40,13,15,2,0,2,1,6,1,9,1,4,8,4,1,1
33,40,13,15,2,0,1,6,6,3,11,1,4,12,2,0,1
22,40,13,10,1,0,2,6,6,3,11,4,4,12,5,0,0
33,40,13,16,6,2,1,1,6,4,15,1,1,6,10,1,1
31,40,13,13,6,2,2,1,6,4,15,1,1,13,1,1,1
22,40,13,16,5,0,1,6,6,4,15,1,4,11,3,0,1
50,40,13,16,2,0,2,1,6,4,15,1,2,10,1,1,1
57,40,13,15,3,0,1,1,6,4,15,1,4,9,1,1,1
49,40,13,14,3,0,1,1,6,4,15,1,1,13,1,1,1
43,40,13,16,4,2,1,1,6,4,15,1,4,8,4,1,1
50,40,13,14,2,0,1,1,6,4,15,1,4,3,7,1,1
38,40,13,14,4,0,1,2,6,2,20,1,4,9,10,1,1
53,40,13,16,5,0,1,1,6,1,25,1,4,7,4,1,1
28,40,13,14,1,0,1,6,6,2,27,1,4,4,2,0,1
24,40,13,16,6,0,1,6,6,1,33,1,4,4,9,0,1
24,40,13,13,3,0,2,6,6,1,33,1,4,8,1,0,1
22,40,13,4,2,0,1,6,6,1,36,1,4,9,9,0,0
27,40,13,15,3,0,2,6,6,3,37,3,4,4,1,0,1
30,40,13,14,2,0,1,1,6,2,39,1,4,7,4,1,1
42,40,13,12,5,3,1,1,6,2,39,3,4,8,1,1,1
35,40,13,16,2,0,1,4,6,4,41,1,1,13,2,0,1
47,40,13,14,4,2,1,1,6,1,44,1,4,4,7,1,1
29,40,13,16,2,0,2,1,6,3,48,1,4,3,2,1,1
35,40,13,14,3,0,2,6,6,4,53,1,4,8,1,0,1
37,40,14,16,3,0,2,3,6,4,6,5,5,7,2,0,1
37,40,14,15,3,1,2,1,6,4,6,3,3,10,2,1,1
34,40,14,15,3,1,2,1,6,3,11,1,4,9,1,1,1
27,40,14,11,1,0,2,6,6,4,32,3,1,13,5,0,0
44,40,14,15,4,2,2,1,6,3,37,1,4,10,2,1,1
26,40,14,14,4,0,1,6,6,3,48,1,4,11,1,0,1
25,40,14,15,3,0,1,6,6,4,53,1,3,10,2,0,1
38,40,15,16,4,2,1,1,6,4,2,1,4,10,2,1,1
32,40,15,16,3,0,2,3,6,3,11,1,1,13,2,0,1
75,45,9,15,4,0,2,3,6,4,15,1,4,6,5,0,1
25,45,9,9,1,0,1,6,6,3,40,1,5,10,2,0,0
33,45,13,14,4,2,1,1,6,4,6,1,5,9,1,1,1
38,45,13,14,1,0,1,6,6,1,36,1,4,9,1,0,1
32,45,13,16,2,0,1,1,6,1,36,1,4,8,1,1,1
41,45,14,15,5,3,2,1,6,3,51,1,4,10,2,1,1
36,45,15,16,3,1,2,1,6,3,11,1,1,13,2,1,1
28,50,9,15,5,0,1,6,6,4,2,1,4,3,7,0,1
51,50,9,14,3,0,1,1,6,2,18,1,4,4,8,1,1
39,50,10,14,6,3,1,1,6,4,6,1,4,8,4,1,1
29,50,10,16,5,0,1,6,6,4,15,1,4,5,4,0,1
55,50,10,16,3,0,1,1,6,3,24,1,4,5,4,1,1
33,50,13,16,5,3,1,1,6,4,4,1,4,8,4,1,1
63,50,13,15,2,0,1,1,6,4,15,3,4,4,4,1,1
29,50,13,15,3,1,2,1,6,4,53,3,4,9,1,1,1
52,50,14,15,3,1,1,1,6,4,6,4,2,10,1,1,1
43,50,14,16,3,1,2,1,6,4,6,1,3,10,2,1,1
45,50,14,16,4,2,1,1,6,4,15,1,4,9,1,1,1
31,55,13,13,4,1,1,1,6,4,15,1,4,12,8,1,1
31,55,14,15,2,0,2,1,6,3,11,1,1,13,5,1,1
41,56,13,15,4,2,1,1,6,2,20,3,4,4,8,1,1
31,60,12,16,3,1,1,1,6,1,34,1,4,10,2,1,1
46,60,12,14,2,0,2,1,6,3,51,1,4,11,1,1,1
25,60,13,16,3,0,1,6,6,4,15,1,4,3,2,0,1
47,60,14,15,4,1,1,1,6,2,19,1,4,4,1,1,1
58,80,10,16,3,0,1,1,6,4,53,1,4,4,1,1,1
50,1,10,7,1,0,1,4,6,2,46,1,5,3,8,0,0
61,1,13,13,2,0,1,1,6,3,40,1,2,13,3,1,1
54,2,13,15,3,0,2,1,6,4,41,1,5,10,4,1,1
71,4,9,9,2,0,2,1,6,1,42,1,4,10,3,1,0
36,5,14,14,4,2,2,1,6,4,2,1,4,9,2,1,1
19,10,10,7,3,0,2,6,6,4,2,1,4,4,5,0,0
56,10,11,13,2,0,2,1,6,2,46,1,4,11,3,1,1
65,10,12,8,1,0,2,4,6,4,41,1,2,10,2,0,0
34,11,9,9,5,2,2,1,6,4,30,1,4,5,5,1,0
17,12,6,5,3,0,1,6,6,2,39,1,4,11,3,0,0
16,12,6,11,6,0,2,6,6,3,40,1,4,11,3,0,0
57,12,7,2,3,0,1,4,6,4,53,1,4,6,10,0,0
22,12,9,15,4,0,1,6,6,3,5,1,4,9,7,0,1
51,12,9,9,2,0,2,6,6,1,34,1,4,12,3,0,0
17,12,10,12,3,0,2,6,6,3,48,1,4,4,4,0,1
74,14,9,8,2,0,1,1,6,1,9,1,5,1,1,1,0
40,15,13,15,3,1,1,1,6,3,5,1,5,8,1,1,1
16,16,6,15,4,0,1,6,6,2,38,1,4,11,3,0,1
16,19,5,14,3,0,2,6,6,2,39,1,4,5,4,0,1
17,20,6,12,3,0,1,6,6,4,2,1,1,13,2,0,1
17,20,7,12,3,0,2,6,6,4,6,1,4,5,10,0,1
57,20,7,8,3,0,2,1,6,2,17,1,4,5,5,1,0
20,20,7,3,2,0,1,6,6,1,36,1,4,10,8,0,0
